0 -0.0403681 +- -0.000197826
1 -0.102763 +- -0.000504217
2 -0.238242 +- -0.00118829
3 -0.458497 +- -0.00244829
4 -0.698359 +- -0.0041326
5 -0.862205 +- -0.00555647
6 -0.945196 +- -0.00631405
7 -0.978816 +- -0.0067029
8 -0.992098 +- -0.00684339
9 -0.997107 +- -0.0068616
